drink_name,category,brand,price_usd,alcohol_level_abv,taste_node,availability_score,place_type
Rye Whiskey 322,spirits/cocktails,Jack Daniel's,68.75,11.0,Spicy,Medium,global
Gin 323,spirits/cocktails,Johnnie Walker,69.5,12.0,Citrusy / Sour,High,global
Gin 324,spirits/cocktails,Glenfiddich,70.25,13.0,Herbal / Floral,High,global
Scotch 325,spirits/cocktails,Gordon's,71.0,14.0,Smoky,Medium,global
Cognac 326,wine,Tanqueray,71.75,15.0,Rich / Fruity,High,global
Vodka 327,spirits/cocktails,Bacardi,72.5,16.0,Dry / Crisp,High,global
Aged Bourbon 328,spirits/cocktails,Patron,73.25,17.0,Nutty / Woody,Medium,global
Bourbon 329,spirits/cocktails,Absolut,74.0,18.0,Sweet,High,global
Rye Whiskey 330,spirits/cocktails,Smirnoff,74.75,19.0,Spicy,High,global
Gin 331,spirits/cocktails,Moet & Chandon,75.5,20.0,Citrusy / Sour,Medium,global
Gin 332,spirits/cocktails,La Marca,76.25,21.0,Herbal / Floral,High,global
Scotch 333,spirits/cocktails,Barefoot,77.0,22.0,Smoky,High,global
Cognac 334,wine,Robert Mondavi,77.75,23.0,Rich / Fruity,Medium,global
Vodka 335,spirits/cocktails,Kim Crawford,78.5,24.0,Dry / Crisp,High,global
Aged Bourbon 336,spirits/cocktails,Crown Royal,79.25,25.0,Nutty / Woody,High,global
Bourbon 337,spirits/cocktails,Buffalo Trace,80.0,26.0,Sweet,Medium,global
Rye Whiskey 338,spirits/cocktails,Bulleit,80.75,27.0,Spicy,High,global
Gin 339,spirits/cocktails,Captain Morgan,81.5,28.0,Citrusy / Sour,High,global
Gin 340,spirits/cocktails,Don Julio,82.25,29.0,Herbal / Floral,Medium,global
Scotch 341,spirits/cocktails,Jameson,83.0,30.0,Smoky,High,global
Cognac 342,wine,Jack Daniel's,83.75,31.0,Rich / Fruity,High,global
Vodka 343,spirits/cocktails,Johnnie Walker,84.5,32.0,Dry / Crisp,Medium,global
Aged Bourbon 344,spirits/cocktails,Glenfiddich,85.25,33.0,Nutty / Woody,High,global
Bourbon 345,spirits/cocktails,Gordon's,86.0,34.0,Sweet,High,global
Rye Whiskey 346,spirits/cocktails,Tanqueray,86.75,35.0,Spicy,Medium,global
Gin 347,spirits/cocktails,Bacardi,87.5,36.0,Citrusy / Sour,High,global
Gin 348,spirits/cocktails,Patron,88.25,37.0,Herbal / Floral,High,global
Scotch 349,spirits/cocktails,Absolut,89.0,38.0,Smoky,Medium,global
Cognac 350,wine,Smirnoff,89.75,39.0,Rich / Fruity,High,global
Vodka 351,spirits/cocktails,Moet & Chandon,90.5,5.0,Dry / Crisp,High,global
Aged Bourbon 352,spirits/cocktails,La Marca,91.25,6.0,Nutty / Woody,Medium,global
Bourbon 353,spirits/cocktails,Barefoot,92.0,7.0,Sweet,High,global
Rye Whiskey 354,spirits/cocktails,Robert Mondavi,92.75,8.0,Spicy,High,global
Gin 355,spirits/cocktails,Kim Crawford,93.5,9.0,Citrusy / Sour,Medium,global
Gin 356,spirits/cocktails,Crown Royal,94.25,10.0,Herbal / Floral,High,global
Scotch 357,spirits/cocktails,Buffalo Trace,95.0,11.0,Smoky,High,global
Cognac 358,wine,Bulleit,95.75,12.0,Rich / Fruity,Medium,global
Vodka 359,spirits/cocktails,Captain Morgan,96.5,13.0,Dry / Crisp,High,global
Aged Bourbon 360,spirits/cocktails,Don Julio,97.25,14.0,Nutty / Woody,High,global
Bourbon 361,spirits/cocktails,Jameson,8.0,15.0,Sweet,Medium,global
Rye Whiskey 362,spirits/cocktails,Jack Daniel's,8.75,16.0,Spicy,High,global
Gin 363,spirits/cocktails,Johnnie Walker,9.5,17.0,Citrusy / Sour,High,global
Gin 364,spirits/cocktails,Glenfiddich,10.25,18.0,Herbal / Floral,Medium,global
Scotch 365,spirits/cocktails,Gordon's,11.0,19.0,Smoky,High,global
Cognac 366,wine,Tanqueray,11.75,20.0,Rich / Fruity,High,global
Vodka 367,spirits/cocktails,Bacardi,12.5,21.0,Dry / Crisp,Medium,global
Aged Bourbon 368,spirits/cocktails,Patron,13.25,22.0,Nutty / Woody,High,global
Bourbon 369,spirits/cocktails,Absolut,14.0,23.0,Sweet,High,global
Rye Whiskey 370,spirits/cocktails,Smirnoff,14.75,24.0,Spicy,Medium,global
Gin 371,spirits/cocktails,Moet & Chandon,15.5,25.0,Citrusy / Sour,High,global
Gin 372,spirits/cocktails,La Marca,16.25,26.0,Herbal / Floral,High,global
Scotch 373,spirits/cocktails,Barefoot,17.0,27.0,Smoky,Medium,global
Cognac 374,wine,Robert Mondavi,17.75,28.0,Rich / Fruity,High,global
Vodka 375,spirits/cocktails,Kim Crawford,18.5,29.0,Dry / Crisp,High,global
Aged Bourbon 376,spirits/cocktails,Crown Royal,19.25,30.0,Nutty / Woody,Medium,global
Bourbon 377,spirits/cocktails,Buffalo Trace,20.0,31.0,Sweet,High,global
Rye Whiskey 378,spirits/cocktails,Bulleit,20.75,32.0,Spicy,High,global
Gin 379,spirits/cocktails,Captain Morgan,21.5,33.0,Citrusy / Sour,Medium,global
Gin 380,spirits/cocktails,Don Julio,22.25,34.0,Herbal / Floral,High,global
Scotch 381,spirits/cocktails,Jameson,23.0,35.0,Smoky,High,global
Cognac 382,wine,Jack Daniel's,23.75,36.0,Rich / Fruity,Medium,global
Vodka 383,spirits/cocktails,Johnnie Walker,24.5,37.0,Dry / Crisp,High,global
Aged Bourbon 384,spirits/cocktails,Glenfiddich,25.25,38.0,Nutty / Woody,High,global
Bourbon 385,spirits/cocktails,Gordon's,26.0,39.0,Sweet,Medium,global
Rye Whiskey 386,spirits/cocktails,Tanqueray,26.75,5.0,Spicy,High,global
Gin 387,spirits/cocktails,Bacardi,27.5,6.0,Citrusy / Sour,High,global
Gin 388,spirits/cocktails,Patron,28.25,7.0,Herbal / Floral,Medium,global
Scotch 389,spirits/cocktails,Absolut,29.0,8.0,Smoky,High,global
Cognac 390,wine,Smirnoff,29.75,9.0,Rich / Fruity,High,global
Vodka 391,spirits/cocktails,Moet & Chandon,30.5,10.0,Dry / Crisp,Medium,global
Aged Bourbon 392,spirits/cocktails,La Marca,31.25,11.0,Nutty / Woody,High,global
Bourbon 393,spirits/cocktails,Barefoot,32.0,12.0,Sweet,High,global
Rye Whiskey 394,spirits/cocktails,Robert Mondavi,32.75,13.0,Spicy,Medium,global
Gin 395,spirits/cocktails,Kim Crawford,33.5,14.0,Citrusy / Sour,High,global
Gin 396,spirits/cocktails,Crown Royal,34.25,15.0,Herbal / Floral,High,global
Scotch 397,spirits/cocktails,Buffalo Trace,35.0,16.0,Smoky,Medium,global
Cognac 398,wine,Bulleit,35.75,17.0,Rich / Fruity,High,global
Vodka 399,spirits/cocktails,Captain Morgan,36.5,18.0,Dry / Crisp,High,global
Aged Bourbon 400,spirits/cocktails,Don Julio,37.25,19.0,Nutty / Woody,Medium,global
Bourbon 401,spirits/cocktails,Jameson,38.0,20.0,Sweet,High,global
Rye Whiskey 402,spirits/cocktails,Jack Daniel's,38.75,21.0,Spicy,High,global
Gin 403,spirits/cocktails,Johnnie Walker,39.5,22.0,Citrusy / Sour,Medium,global
Gin 404,spirits/cocktails,Glenfiddich,40.25,23.0,Herbal / Floral,High,global
Scotch 405,spirits/cocktails,Gordon's,41.0,24.0,Smoky,High,global
Cognac 406,wine,Tanqueray,41.75,25.0,Rich / Fruity,Medium,global
Vodka 407,spirits/cocktails,Bacardi,42.5,26.0,Dry / Crisp,High,global
Aged Bourbon 408,spirits/cocktails,Patron,43.25,27.0,Nutty / Woody,High,global
Bourbon 409,spirits/cocktails,Absolut,44.0,28.0,Sweet,Medium,global
Rye Whiskey 410,spirits/cocktails,Smirnoff,44.75,29.0,Spicy,High,global
Gin 411,spirits/cocktails,Moet & Chandon,45.5,30.0,Citrusy / Sour,High,global
Gin 412,spirits/cocktails,La Marca,46.25,31.0,Herbal / Floral,Medium,global
Scotch 413,spirits/cocktails,Barefoot,47.0,32.0,Smoky,High,global
Cognac 414,wine,Robert Mondavi,47.75,33.0,Rich / Fruity,High,global
Vodka 415,spirits/cocktails,Kim Crawford,48.5,34.0,Dry / Crisp,Medium,global
Aged Bourbon 416,spirits/cocktails,Crown Royal,49.25,35.0,Nutty / Woody,High,global
Bourbon 417,spirits/cocktails,Buffalo Trace,50.0,36.0,Sweet,High,global
Rye Whiskey 418,spirits/cocktails,Bulleit,50.75,37.0,Spicy,Medium,global
Gin 419,spirits/cocktails,Captain Morgan,51.5,38.0,Citrusy / Sour,High,global
Gin 420,spirits/cocktails,Don Julio,52.25,39.0,Herbal / Floral,High,global
Scotch 421,spirits/cocktails,Jameson,53.0,5.0,Smoky,Medium,global
Cognac 422,wine,Jack Daniel's,53.75,6.0,Rich / Fruity,High,global
Vodka 423,spirits/cocktails,Johnnie Walker,54.5,7.0,Dry / Crisp,High,global
Aged Bourbon 424,spirits/cocktails,Glenfiddich,55.25,8.0,Nutty / Woody,Medium,global
Bourbon 425,spirits/cocktails,Gordon's,56.0,9.0,Sweet,High,global
Rye Whiskey 426,spirits/cocktails,Tanqueray,56.75,10.0,Spicy,High,global
Gin 427,spirits/cocktails,Bacardi,57.5,11.0,Citrusy / Sour,Medium,global
Gin 428,spirits/cocktails,Patron,58.25,12.0,Herbal / Floral,High,global
Scotch 429,spirits/cocktails,Absolut,59.0,13.0,Smoky,High,global
Cognac 430,wine,Smirnoff,59.75,14.0,Rich / Fruity,Medium,global
Vodka 431,spirits/cocktails,Moet & Chandon,60.5,15.0,Dry / Crisp,High,global
Aged Bourbon 432,spirits/cocktails,La Marca,61.25,16.0,Nutty / Woody,High,global
Bourbon 433,spirits/cocktails,Barefoot,62.0,17.0,Sweet,Medium,global
Rye Whiskey 434,spirits/cocktails,Robert Mondavi,62.75,18.0,Spicy,High,global
Gin 435,spirits/cocktails,Kim Crawford,63.5,19.0,Citrusy / Sour,High,global
Gin 436,spirits/cocktails,Crown Royal,64.25,20.0,Herbal / Floral,Medium,global
Scotch 437,spirits/cocktails,Buffalo Trace,65.0,21.0,Smoky,High,global
Cognac 438,wine,Bulleit,65.75,22.0,Rich / Fruity,High,global
Vodka 439,spirits/cocktails,Captain Morgan,66.5,23.0,Dry / Crisp,Medium,global
Aged Bourbon 440,spirits/cocktails,Don Julio,67.25,24.0,Nutty / Woody,High,global
Bourbon 441,spirits/cocktails,Jameson,68.0,25.0,Sweet,High,global
Rye Whiskey 442,spirits/cocktails,Jack Daniel's,68.75,26.0,Spicy,Medium,global
Gin 443,spirits/cocktails,Johnnie Walker,69.5,27.0,Citrusy / Sour,High,global
Gin 444,spirits/cocktails,Glenfiddich,70.25,28.0,Herbal / Floral,High,global
Scotch 445,spirits/cocktails,Gordon's,71.0,29.0,Smoky,Medium,global
Cognac 446,wine,Tanqueray,71.75,30.0,Rich / Fruity,High,global
Vodka 447,spirits/cocktails,Bacardi,72.5,31.0,Dry / Crisp,High,global
Aged Bourbon 448,spirits/cocktails,Patron,73.25,32.0,Nutty / Woody,Medium,global
Bourbon 449,spirits/cocktails,Absolut,74.0,33.0,Sweet,High,global
Rye Whiskey 450,spirits/cocktails,Smirnoff,74.75,34.0,Spicy,High,global
Gin 451,spirits/cocktails,Moet & Chandon,75.5,35.0,Citrusy / Sour,Medium,global
Gin 452,spirits/cocktails,La Marca,76.25,36.0,Herbal / Floral,High,global
Scotch 453,spirits/cocktails,Barefoot,77.0,37.0,Smoky,High,global
Cognac 454,wine,Robert Mondavi,77.75,38.0,Rich / Fruity,Medium,global
Vodka 455,spirits/cocktails,Kim Crawford,78.5,39.0,Dry / Crisp,High,global
Aged Bourbon 456,spirits/cocktails,Crown Royal,79.25,5.0,Nutty / Woody,High,global
Bourbon 457,spirits/cocktails,Buffalo Trace,80.0,6.0,Sweet,Medium,global
Rye Whiskey 458,spirits/cocktails,Bulleit,80.75,7.0,Spicy,High,global
Gin 459,spirits/cocktails,Captain Morgan,81.5,8.0,Citrusy / Sour,High,global
Gin 460,spirits/cocktails,Don Julio,82.25,9.0,Herbal / Floral,Medium,global
Scotch 461,spirits/cocktails,Jameson,83.0,10.0,Smoky,High,global
Cognac 462,wine,Jack Daniel's,83.75,11.0,Rich / Fruity,High,global
Vodka 463,spirits/cocktails,Johnnie Walker,84.5,12.0,Dry / Crisp,Medium,global
Aged Bourbon 464,spirits/cocktails,Glenfiddich,85.25,13.0,Nutty / Woody,High,global
Bourbon 465,spirits/cocktails,Gordon's,86.0,14.0,Sweet,High,global
Rye Whiskey 466,spirits/cocktails,Tanqueray,86.75,15.0,Spicy,Medium,global
Gin 467,spirits/cocktails,Bacardi,87.5,16.0,Citrusy / Sour,High,global
Gin 468,spirits/cocktails,Patron,88.25,17.0,Herbal / Floral,High,global
Scotch 469,spirits/cocktails,Absolut,89.0,18.0,Smoky,Medium,global
Cognac 470,wine,Smirnoff,89.75,19.0,Rich / Fruity,High,global
Vodka 471,spirits/cocktails,Moet & Chandon,90.5,20.0,Dry / Crisp,High,global
Aged Bourbon 472,spirits/cocktails,La Marca,91.25,21.0,Nutty / Woody,Medium,global
Bourbon 473,spirits/cocktails,Barefoot,92.0,22.0,Sweet,High,global
Rye Whiskey 474,spirits/cocktails,Robert Mondavi,92.75,23.0,Spicy,High,global
Gin 475,spirits/cocktails,Kim Crawford,93.5,24.0,Citrusy / Sour,Medium,global
Gin 476,spirits/cocktails,Crown Royal,94.25,25.0,Herbal / Floral,High,global
Scotch 477,spirits/cocktails,Buffalo Trace,95.0,26.0,Smoky,High,global
Cognac 478,wine,Bulleit,95.75,27.0,Rich / Fruity,Medium,global
Vodka 479,spirits/cocktails,Captain Morgan,96.5,28.0,Dry / Crisp,High,global
Aged Bourbon 480,spirits/cocktails,Don Julio,97.25,29.0,Nutty / Woody,High,global
Bourbon 481,spirits/cocktails,Jameson,8.0,30.0,Sweet,Medium,global
Rye Whiskey 482,spirits/cocktails,Jack Daniel's,8.75,31.0,Spicy,High,global
Gin 483,spirits/cocktails,Johnnie Walker,9.5,32.0,Citrusy / Sour,High,global
Gin 484,spirits/cocktails,Glenfiddich,10.25,33.0,Herbal / Floral,Medium,global
Scotch 485,spirits/cocktails,Gordon's,11.0,34.0,Smoky,High,global
Cognac 486,wine,Tanqueray,11.75,35.0,Rich / Fruity,High,global
Vodka 487,spirits/cocktails,Bacardi,12.5,36.0,Dry / Crisp,Medium,global
Aged Bourbon 488,spirits/cocktails,Patron,13.25,37.0,Nutty / Woody,High,global
Bourbon 489,spirits/cocktails,Absolut,14.0,38.0,Sweet,High,global
Rye Whiskey 490,spirits/cocktails,Smirnoff,14.75,39.0,Spicy,Medium,global
Gin 491,spirits/cocktails,Moet & Chandon,15.5,5.0,Citrusy / Sour,High,global
Gin 492,spirits/cocktails,La Marca,16.25,6.0,Herbal / Floral,High,global
Scotch 493,spirits/cocktails,Barefoot,17.0,7.0,Smoky,Medium,global
Cognac 494,wine,Robert Mondavi,17.75,8.0,Rich / Fruity,High,global
Vodka 495,spirits/cocktails,Kim Crawford,18.5,9.0,Dry / Crisp,High,global
Aged Bourbon 496,spirits/cocktails,Crown Royal,19.25,10.0,Nutty / Woody,Medium,global
Bourbon 497,spirits/cocktails,Buffalo Trace,20.0,11.0,Sweet,High,global
Rye Whiskey 498,spirits/cocktails,Bulleit,20.75,12.0,Spicy,High,global
Gin 499,spirits/cocktails,Captain Morgan,21.5,13.0,Citrusy / Sour,Medium,global
Gin 500,spirits/cocktails,Don Julio,22.25,14.0,Herbal / Floral,High,global
Scotch 501,spirits/cocktails,Jameson,23.0,15.0,Smoky,High,global
Cognac 502,wine,Jack Daniel's,23.75,16.0,Rich / Fruity,Medium,global
Vodka 503,spirits/cocktails,Johnnie Walker,24.5,17.0,Dry / Crisp,High,global
Aged Bourbon 504,spirits/cocktails,Glenfiddich,25.25,18.0,Nutty / Woody,High,global
Bourbon 505,spirits/cocktails,Gordon's,26.0,19.0,Sweet,Medium,global
Rye Whiskey 506,spirits/cocktails,Tanqueray,26.75,20.0,Spicy,High,global
Gin 507,spirits/cocktails,Bacardi,27.5,21.0,Citrusy / Sour,High,global
Gin 508,spirits/cocktails,Patron,28.25,22.0,Herbal / Floral,Medium,global
Scotch 509,spirits/cocktails,Absolut,29.0,23.0,Smoky,High,global
Cognac 510,wine,Smirnoff,29.75,24.0,Rich / Fruity,High,global
Vodka 511,spirits/cocktails,Moet & Chandon,30.5,25.0,Dry / Crisp,Medium,global
Aged Bourbon 512,spirits/cocktails,La Marca,31.25,26.0,Nutty / Woody,High,global
Bourbon 513,spirits/cocktails,Barefoot,32.0,27.0,Sweet,High,global
Rye Whiskey 514,spirits/cocktails,Robert Mondavi,32.75,28.0,Spicy,Medium,global
Gin 515,spirits/cocktails,Kim Crawford,33.5,29.0,Citrusy / Sour,High,global
Gin 516,spirits/cocktails,Crown Royal,34.25,30.0,Herbal / Floral,High,global
Scotch 517,spirits/cocktails,Buffalo Trace,35.0,31.0,Smoky,Medium,global
Cognac 518,wine,Bulleit,35.75,32.0,Rich / Fruity,High,global
Vodka 519,spirits/cocktails,Captain Morgan,36.5,33.0,Dry / Crisp,High,global
Aged Bourbon 520,spirits/cocktails,Don Julio,37.25,34.0,Nutty / Woody,Medium,global
Bourbon 521,spirits/cocktails,Jameson,38.0,35.0,Sweet,High,global
Rye Whiskey 522,spirits/cocktails,Jack Daniel's,38.75,36.0,Spicy,High,global
Gin 523,spirits/cocktails,Johnnie Walker,39.5,37.0,Citrusy / Sour,Medium,global
Gin 524,spirits/cocktails,Glenfiddich,40.25,38.0,Herbal / Floral,High,global
Scotch 525,spirits/cocktails,Gordon's,41.0,39.0,Smoky,High,global
Cognac 526,wine,Tanqueray,41.75,5.0,Rich / Fruity,Medium,global
Vodka 527,spirits/cocktails,Bacardi,42.5,6.0,Dry / Crisp,High,global
Aged Bourbon 528,spirits/cocktails,Patron,43.25,7.0,Nutty / Woody,High,global
Bourbon 529,spirits/cocktails,Absolut,44.0,8.0,Sweet,Medium,global
Rye Whiskey 530,spirits/cocktails,Smirnoff,44.75,9.0,Spicy,High,global
Gin 531,spirits/cocktails,Moet & Chandon,45.5,10.0,Citrusy / Sour,High,global
Gin 532,spirits/cocktails,La Marca,46.25,11.0,Herbal / Floral,Medium,global
Scotch 533,spirits/cocktails,Barefoot,47.0,12.0,Smoky,High,global
Cognac 534,wine,Robert Mondavi,47.75,13.0,Rich / Fruity,High,global
Vodka 535,spirits/cocktails,Kim Crawford,48.5,14.0,Dry / Crisp,Medium,global
Aged Bourbon 536,spirits/cocktails,Crown Royal,49.25,15.0,Nutty / Woody,High,global
Bourbon 537,spirits/cocktails,Buffalo Trace,50.0,16.0,Sweet,High,global
Rye Whiskey 538,spirits/cocktails,Bulleit,50.75,17.0,Spicy,Medium,global
Gin 539,spirits/cocktails,Captain Morgan,51.5,18.0,Citrusy / Sour,High,global
Gin 540,spirits/cocktails,Don Julio,52.25,19.0,Herbal / Floral,High,global
Scotch 541,spirits/cocktails,Jameson,53.0,20.0,Smoky,Medium,global
Cognac 542,wine,Jack Daniel's,53.75,21.0,Rich / Fruity,High,global
Vodka 543,spirits/cocktails,Johnnie Walker,54.5,22.0,Dry / Crisp,High,global
Aged Bourbon 544,spirits/cocktails,Glenfiddich,55.25,23.0,Nutty / Woody,Medium,global
Bourbon 545,spirits/cocktails,Gordon's,56.0,24.0,Sweet,High,global
Rye Whiskey 546,spirits/cocktails,Tanqueray,56.75,25.0,Spicy,High,global
Gin 547,spirits/cocktails,Bacardi,57.5,26.0,Citrusy / Sour,Medium,global
Gin 548,spirits/cocktails,Patron,58.25,27.0,Herbal / Floral,High,global
Scotch 549,spirits/cocktails,Absolut,59.0,28.0,Smoky,High,global
Cognac 550,wine,Smirnoff,59.75,29.0,Rich / Fruity,Medium,global
Vodka 551,spirits/cocktails,Moet & Chandon,60.5,30.0,Dry / Crisp,High,global
Aged Bourbon 552,spirits/cocktails,La Marca,61.25,31.0,Nutty / Woody,High,global
Bourbon 553,spirits/cocktails,Barefoot,62.0,32.0,Sweet,Medium,global
Rye Whiskey 554,spirits/cocktails,Robert Mondavi,62.75,33.0,Spicy,High,global
Gin 555,spirits/cocktails,Kim Crawford,63.5,34.0,Citrusy / Sour,High,global
Gin 556,spirits/cocktails,Crown Royal,64.25,35.0,Herbal / Floral,Medium,global
Scotch 557,spirits/cocktails,Buffalo Trace,65.0,36.0,Smoky,High,global
Cognac 558,wine,Bulleit,65.75,37.0,Rich / Fruity,High,global
Vodka 559,spirits/cocktails,Captain Morgan,66.5,38.0,Dry / Crisp,Medium,global
Aged Bourbon 560,spirits/cocktails,Don Julio,67.25,39.0,Nutty / Woody,High,global
Bourbon 561,spirits/cocktails,Jameson,68.0,5.0,Sweet,High,global
Rye Whiskey 562,spirits/cocktails,Jack Daniel's,68.75,6.0,Spicy,Medium,global
Gin 563,spirits/cocktails,Johnnie Walker,69.5,7.0,Citrusy / Sour,High,global
Gin 564,spirits/cocktails,Glenfiddich,70.25,8.0,Herbal / Floral,High,global
Scotch 565,spirits/cocktails,Gordon's,71.0,9.0,Smoky,Medium,global
Cognac 566,wine,Tanqueray,71.75,10.0,Rich / Fruity,High,global
Vodka 567,spirits/cocktails,Bacardi,72.5,11.0,Dry / Crisp,High,global
Aged Bourbon 568,spirits/cocktails,Patron,73.25,12.0,Nutty / Woody,Medium,global
Bourbon 569,spirits/cocktails,Absolut,74.0,13.0,Sweet,High,global
Rye Whiskey 570,spirits/cocktails,Smirnoff,74.75,14.0,Spicy,High,global
Gin 571,spirits/cocktails,Moet & Chandon,75.5,15.0,Citrusy / Sour,Medium,global
Gin 572,spirits/cocktails,La Marca,76.25,16.0,Herbal / Floral,High,global
Scotch 573,spirits/cocktails,Barefoot,77.0,17.0,Smoky,High,global
Cognac 574,wine,Robert Mondavi,77.75,18.0,Rich / Fruity,Medium,global
Vodka 575,spirits/cocktails,Kim Crawford,78.5,19.0,Dry / Crisp,High,global
Aged Bourbon 576,spirits/cocktails,Crown Royal,79.25,20.0,Nutty / Woody,High,global
Bourbon 577,spirits/cocktails,Buffalo Trace,80.0,21.0,Sweet,Medium,global
Rye Whiskey 578,spirits/cocktails,Bulleit,80.75,22.0,Spicy,High,global
Gin 579,spirits/cocktails,Captain Morgan,81.5,23.0,Citrusy / Sour,High,global
Gin 580,spirits/cocktails,Don Julio,82.25,24.0,Herbal / Floral,Medium,global
Scotch 581,spirits/cocktails,Jameson,83.0,25.0,Smoky,High,global
Cognac 582,wine,Jack Daniel's,83.75,26.0,Rich / Fruity,High,global
Vodka 583,spirits/cocktails,Johnnie Walker,84.5,27.0,Dry / Crisp,Medium,global
Aged Bourbon 584,spirits/cocktails,Glenfiddich,85.25,28.0,Nutty / Woody,High,global
Bourbon 585,spirits/cocktails,Gordon's,86.0,29.0,Sweet,High,global
Rye Whiskey 586,spirits/cocktails,Tanqueray,86.75,30.0,Spicy,Medium,global
Gin 587,spirits/cocktails,Bacardi,87.5,31.0,Citrusy / Sour,High,global
Gin 588,spirits/cocktails,Patron,88.25,32.0,Herbal / Floral,High,global
Scotch 589,spirits/cocktails,Absolut,89.0,33.0,Smoky,Medium,global
Cognac 590,wine,Smirnoff,89.75,34.0,Rich / Fruity,High,global
Vodka 591,spirits/cocktails,Moet & Chandon,90.5,35.0,Dry / Crisp,High,global
Aged Bourbon 592,spirits/cocktails,La Marca,91.25,36.0,Nutty / Woody,Medium,global
Bourbon 593,spirits/cocktails,Barefoot,92.0,37.0,Sweet,High,global
Rye Whiskey 594,spirits/cocktails,Robert Mondavi,92.75,38.0,Spicy,High,global
Gin 595,spirits/cocktails,Kim Crawford,93.5,39.0,Citrusy / Sour,Medium,global
Gin 596,spirits/cocktails,Crown Royal,94.25,5.0,Herbal / Floral,High,global
Scotch 597,spirits/cocktails,Buffalo Trace,95.0,6.0,Smoky,High,global
Cognac 598,wine,Bulleit,95.75,7.0,Rich / Fruity,Medium,global
Vodka 599,spirits/cocktails,Captain Morgan,96.5,8.0,Dry / Crisp,High,global
Aged Bourbon 600,spirits/cocktails,Don Julio,97.25,9.0,Nutty / Woody,High,global
Bourbon 601,spirits/cocktails,Jameson,8.0,10.0,Sweet,Medium,global
Rye Whiskey 602,spirits/cocktails,Jack Daniel's,8.75,11.0,Spicy,High,global
Gin 603,spirits/cocktails,Johnnie Walker,9.5,12.0,Citrusy / Sour,High,global
Gin 604,spirits/cocktails,Glenfiddich,10.25,13.0,Herbal / Floral,Medium,global
Scotch 605,spirits/cocktails,Gordon's,11.0,14.0,Smoky,High,global
Cognac 606,wine,Tanqueray,11.75,15.0,Rich / Fruity,High,global
Vodka 607,spirits/cocktails,Bacardi,12.5,16.0,Dry / Crisp,Medium,global
Aged Bourbon 608,spirits/cocktails,Patron,13.25,17.0,Nutty / Woody,High,global
Bourbon 609,spirits/cocktails,Absolut,14.0,18.0,Sweet,High,global
Rye Whiskey 610,spirits/cocktails,Smirnoff,14.75,19.0,Spicy,Medium,global
Gin 611,spirits/cocktails,Moet & Chandon,15.5,20.0,Citrusy / Sour,High,global
Gin 612,spirits/cocktails,La Marca,16.25,21.0,Herbal / Floral,High,global
Scotch 613,spirits/cocktails,Barefoot,17.0,22.0,Smoky,Medium,global
Cognac 614,wine,Robert Mondavi,17.75,23.0,Rich / Fruity,High,global
Vodka 615,spirits/cocktails,Kim Crawford,18.5,24.0,Dry / Crisp,High,global
Aged Bourbon 616,spirits/cocktails,Crown Royal,19.25,25.0,Nutty / Woody,Medium,global
